Heure,Hydro Run-of-river and poundage,Solar,Waste,Wind Onshore
2023-06-26 22:00:00+02:00,5202,222,94,3675
2023-06-26 23:00:00+02:00,5124,0,96,3616
2023-06-27 00:00:00+02:00,4720,0,103,3528
2023-06-27 01:00:00+02:00,4397,0,104,3314
2023-06-27 02:00:00+02:00,4206,0,99,2932
2023-06-27 03:00:00+02:00,4040,0,90,2742
2023-06-27 04:00:00+02:00,4018,0,94,2525
2023-06-27 05:00:00+02:00,4142,0,98,2350
2023-06-27 06:00:00+02:00,4512,445,101,2221
2023-06-27 07:00:00+02:00,4763,1378,104,1968
2023-06-27 08:00:00+02:00,4641,3310,107,1437
2023-06-27 09:00:00+02:00,4313,5859,111,1255
2023-06-27 10:00:00+02:00,4053,8302,102,1308
2023-06-27 11:00:00+02:00,4047,10019,103,1444
2023-06-27 12:00:00+02:00,3954,11101,102,1537
2023-06-27 13:00:00+02:00,3774,11350,98,1650
2023-06-27 14:00:00+02:00,3611,11018,96,1715
2023-06-27 15:00:00+02:00,3570,10240,101,1876
2023-06-27 16:00:00+02:00,3717,9159,104,2008
2023-06-27 17:00:00+02:00,4046,7382,103,2178
2023-06-27 18:00:00+02:00,4526,5155,103,2235
2023-06-27 19:00:00+02:00,5020,2879,101,2261
2023-06-27 20:00:00+02:00,5255,1146,105,2318
2023-06-27 21:00:00+02:00,5162,359,101,2481
2023-06-27 22:00:00+02:00,4898,222,103,2669
2023-06-27 23:00:00+02:00,4909,0,106,2685
2023-06-28 00:00:00+02:00,4621,0,111,2702
2023-06-28 01:00:00+02:00,4333,0,108,2531
2023-06-28 02:00:00+02:00,4043,0,129,2318
2023-06-28 03:00:00+02:00,3935,0,135,2259
2023-06-28 04:00:00+02:00,3922,0,134,2138
2023-06-28 05:00:00+02:00,3955,0,131,1997
2023-06-28 06:00:00+02:00,4190,437,128,1852
2023-06-28 07:00:00+02:00,4727,1364,128,1729
2023-06-28 08:00:00+02:00,4733,3335,122,1456
2023-06-28 09:00:00+02:00,4605,5959,105,1283
2023-06-28 10:00:00+02:00,4308,8356,105,1222
2023-06-28 11:00:00+02:00,4199,10221,104,1141
2023-06-28 12:00:00+02:00,4208,11234,100,1107
2023-06-28 13:00:00+02:00,4014,11724,107,1076
2023-06-28 14:00:00+02:00,3887,11539,110,1106
2023-06-28 15:00:00+02:00,3886,10830,116,1114
2023-06-28 16:00:00+02:00,4044,9454,121,1170
2023-06-28 17:00:00+02:00,4406,7556,123,1170
2023-06-28 18:00:00+02:00,4929,5236,122,1214
2023-06-28 19:00:00+02:00,5249,2831,124,1274
2023-06-28 20:00:00+02:00,5319,1053,118,1337
2023-06-28 21:00:00+02:00,5217,338,114,1513
2023-06-28 22:00:00+02:00,5163,221,115,1752
2023-06-28 23:00:00+02:00,5054,0,117,1875
2023-06-29 00:00:00+02:00,4422,0,121,1801
2023-06-29 01:00:00+02:00,4174,0,124,1623
2023-06-29 02:00:00+02:00,4034,0,123,1487
2023-06-29 03:00:00+02:00,3985,0,121,1362
2023-06-29 04:00:00+02:00,3957,0,116,1252
2023-06-29 05:00:00+02:00,4007,0,117,1212
2023-06-29 06:00:00+02:00,4388,425,116,1170
2023-06-29 07:00:00+02:00,4707,1284,114,1141
2023-06-29 08:00:00+02:00,4813,3004,111,1035
2023-06-29 09:00:00+02:00,4679,5165,118,1034
2023-06-29 10:00:00+02:00,4408,7080,117,1034
2023-06-29 11:00:00+02:00,4184,8555,114,1107
2023-06-29 12:00:00+02:00,4008,9195,108,1231
2023-06-29 13:00:00+02:00,3903,9173,110,1455
2023-06-29 14:00:00+02:00,3706,8680,114,1700
2023-06-29 15:00:00+02:00,3754,7801,109,2315
2023-06-29 16:00:00+02:00,3963,6574,115,2829
2023-06-29 17:00:00+02:00,4343,5383,118,3254
2023-06-29 18:00:00+02:00,4980,3715,124,3604
2023-06-29 19:00:00+02:00,5400,2020,125,3589
2023-06-29 20:00:00+02:00,5438,860,127,3430
2023-06-29 21:00:00+02:00,5391,327,130,3304
2023-06-29 22:00:00+02:00,5382,224,130,3116
2023-06-29 23:00:00+02:00,5017,0,138,2987
2023-06-30 00:00:00+02:00,4827,0,140,2684
2023-06-30 01:00:00+02:00,4393,0,141,2663
2023-06-30 02:00:00+02:00,4012,0,140,2730
2023-06-30 03:00:00+02:00,3992,0,142,2718
2023-06-30 04:00:00+02:00,4038,0,138,2774
2023-06-30 05:00:00+02:00,4195,0,137,2571
2023-06-30 06:00:00+02:00,4546,356,135,2421
2023-06-30 07:00:00+02:00,4974,970,123,2377
2023-06-30 08:00:00+02:00,5143,2247,88,2243
2023-06-30 09:00:00+02:00,5244,3921,80,2258
2023-06-30 10:00:00+02:00,5129,5575,85,2546
2023-06-30 11:00:00+02:00,4992,6853,97,2922
2023-06-30 12:00:00+02:00,4829,7321,105,3462
2023-06-30 13:00:00+02:00,4729,7443,109,4061
2023-06-30 14:00:00+02:00,4543,7233,104,4661
2023-06-30 15:00:00+02:00,4582,7329,111,5285
2023-06-30 16:00:00+02:00,4608,6698,117,5674
2023-06-30 17:00:00+02:00,4655,5413,119,5847
2023-06-30 18:00:00+02:00,4782,3841,121,5775
2023-06-30 19:00:00+02:00,4732,2107,125,5633
2023-06-30 20:00:00+02:00,4825,815,127,5228
2023-06-30 21:00:00+02:00,4894,300,130,5013
2023-06-30 22:00:00+02:00,5018,217,130,5208
2023-06-30 23:00:00+02:00,4965,0,135,6052
2023-07-01 00:00:00+02:00,5049,0,138,6831
2023-07-01 01:00:00+02:00,4845,0,140,7343
2023-07-01 02:00:00+02:00,4771,0,142,7355
2023-07-01 03:00:00+02:00,4650,0,138,7243
2023-07-01 04:00:00+02:00,4549,0,127,7221
2023-07-01 05:00:00+02:00,4517,215,126,7319
2023-07-01 06:00:00+02:00,4545,375,123,7392
2023-07-01 07:00:00+02:00,4574,981,123,7473
2023-07-01 08:00:00+02:00,4664,2229,121,7536
2023-07-01 09:00:00+02:00,4684,3550,123,7754
2023-07-01 10:00:00+02:00,4651,4632,119,8008
2023-07-01 11:00:00+02:00,4532,5623,112,8356
2023-07-01 12:00:00+02:00,4363,6307,103,8867
2023-07-01 13:00:00+02:00,4090,6580,109,9499
2023-07-01 14:00:00+02:00,3769,6646,107,9597
2023-07-01 15:00:00+02:00,3778,6342,119,8210
2023-07-01 16:00:00+02:00,3749,6024,125,8322
2023-07-01 17:00:00+02:00,3909,5589,126,10068
2023-07-01 18:00:00+02:00,4182,4098,126,10019
2023-07-01 19:00:00+02:00,4596,2243,132,9487
2023-07-01 20:00:00+02:00,4866,862,132,8167
2023-07-01 21:00:00+02:00,4893,311,134,6989
2023-07-01 22:00:00+02:00,5077,221,133,6113
2023-07-01 23:00:00+02:00,5018,0,132,6087
2023-07-02 00:00:00+02:00,4470,0,131,6055
2023-07-02 01:00:00+02:00,4317,0,133,5872
2023-07-02 02:00:00+02:00,4172,0,135,5725
2023-07-02 03:00:00+02:00,4067,0,134,5026
2023-07-02 04:00:00+02:00,4036,0,135,3857
2023-07-02 05:00:00+02:00,4039,220,133,3537
2023-07-02 06:00:00+02:00,3900,412,131,3289
2023-07-02 07:00:00+02:00,3823,1181,130,2790
2023-07-02 08:00:00+02:00,3600,2743,122,2489
2023-07-02 09:00:00+02:00,3242,4682,122,2611
2023-07-02 10:00:00+02:00,3195,6681,124,2806
2023-07-02 11:00:00+02:00,3206,8086,125,3057
2023-07-02 12:00:00+02:00,3215,8670,122,3454
2023-07-02 13:00:00+02:00,3045,8971,123,3908
2023-07-02 14:00:00+02:00,2875,9068,125,4445
2023-07-02 15:00:00+02:00,2780,8694,125,5061
2023-07-02 16:00:00+02:00,2783,7712,128,5508
2023-07-02 17:00:00+02:00,3195,6255,133,5794
2023-07-02 18:00:00+02:00,3737,4467,131,5777
2023-07-02 19:00:00+02:00,4010,2604,135,6445
2023-07-02 20:00:00+02:00,4387,953,131,5955
2023-07-02 21:00:00+02:00,4488,310,133,5278
2023-07-02 22:00:00+02:00,4669,219,129,4721
2023-07-02 23:00:00+02:00,4416,0,138,4603
2023-07-03 00:00:00+02:00,3997,0,137,4519
2023-07-03 01:00:00+02:00,3657,0,135,4568
2023-07-03 02:00:00+02:00,3520,0,127,4513
2023-07-03 03:00:00+02:00,3420,0,129,4103
2023-07-03 04:00:00+02:00,3323,0,124,3674
2023-07-03 05:00:00+02:00,3606,217,124,3572
2023-07-03 06:00:00+02:00,4147,372,125,3393
2023-07-03 07:00:00+02:00,4607,1118,126,3011
2023-07-03 08:00:00+02:00,4618,2863,124,3051
2023-07-03 09:00:00+02:00,4630,5096,122,3813
2023-07-03 10:00:00+02:00,4277,6863,122,4281
2023-07-03 11:00:00+02:00,4083,8049,124,4727
2023-07-03 12:00:00+02:00,3978,8770,125,5400
2023-07-03 13:00:00+02:00,3749,9416,120,6085
2023-07-03 14:00:00+02:00,3386,9554,120,6344
2023-07-03 15:00:00+02:00,3394,9436,118,6508
2023-07-03 16:00:00+02:00,3350,8605,124,6913
2023-07-03 17:00:00+02:00,3570,7158,128,7102
2023-07-03 18:00:00+02:00,4233,5193,137,6891
2023-07-03 19:00:00+02:00,4722,2869,131,6715
2023-07-03 20:00:00+02:00,4840,1043,129,5844
2023-07-03 21:00:00+02:00,4810,346,132,5022
2023-07-03 22:00:00+02:00,4858,219,136,4594
2023-07-03 23:00:00+02:00,4838,0,134,4300
2023-07-04 00:00:00+02:00,4416,0,133,4102
2023-07-04 01:00:00+02:00,4218,0,134,3804
2023-07-04 02:00:00+02:00,4107,0,135,3531
2023-07-04 03:00:00+02:00,3968,0,140,2915
2023-07-04 04:00:00+02:00,3936,0,132,2232
2023-07-04 05:00:00+02:00,4032,218,129,1800
2023-07-04 06:00:00+02:00,4452,402,129,1535
2023-07-04 07:00:00+02:00,4618,1199,124,1292
2023-07-04 08:00:00+02:00,4550,2979,120,1181
2023-07-04 09:00:00+02:00,4198,4923,123,1410
2023-07-04 10:00:00+02:00,3925,6754,123,1576
2023-07-04 11:00:00+02:00,3732,8208,120,1904
2023-07-04 12:00:00+02:00,3662,8914,124,2510
2023-07-04 13:00:00+02:00,3469,9036,129,3162
2023-07-04 14:00:00+02:00,3397,8909,130,3877
2023-07-04 15:00:00+02:00,3477,8470,136,4811
2023-07-04 16:00:00+02:00,3653,7619,134,5364
2023-07-04 17:00:00+02:00,4056,6219,139,5774
2023-07-04 18:00:00+02:00,4561,4481,133,6413
2023-07-04 19:00:00+02:00,4795,2475,125,6731
2023-07-04 20:00:00+02:00,4816,942,125,6683
2023-07-04 21:00:00+02:00,4858,323,126,7350
2023-07-04 22:00:00+02:00,4924,223,126,8143
2023-07-04 23:00:00+02:00,4677,0,127,9414
2023-07-05 00:00:00+02:00,4384,0,118,9159
2023-07-05 01:00:00+02:00,4081,0,122,9551
2023-07-05 02:00:00+02:00,3866,0,124,10534
2023-07-05 03:00:00+02:00,3668,0,121,10687
2023-07-05 04:00:00+02:00,3662,0,117,10372
2023-07-05 05:00:00+02:00,3696,220,117,9639
2023-07-05 06:00:00+02:00,3723,412,115,8754
2023-07-05 07:00:00+02:00,3972,1275,114,7755
2023-07-05 08:00:00+02:00,4049,3173,111,7078
2023-07-05 09:00:00+02:00,3866,5438,115,6713
2023-07-05 10:00:00+02:00,3664,7355,112,6589
2023-07-05 11:00:00+02:00,3498,8663,108,6553
2023-07-05 12:00:00+02:00,3396,9261,113,6618
2023-07-05 13:00:00+02:00,3369,9135,113,5845
2023-07-05 14:00:00+02:00,3242,8866,116,6719
2023-07-05 15:00:00+02:00,3305,8356,115,6902
2023-07-05 16:00:00+02:00,3439,7657,116,6713
2023-07-05 17:00:00+02:00,3661,6512,118,6409
2023-07-05 18:00:00+02:00,4003,4799,119,5929
2023-07-05 19:00:00+02:00,4267,2591,121,5123
2023-07-05 20:00:00+02:00,4675,988,121,3640
2023-07-05 21:00:00+02:00,4716,338,120,2418
2023-07-05 22:00:00+02:00,4848,229,121,2000
2023-07-05 23:00:00+02:00,4466,0,120,1857
2023-07-06 00:00:00+02:00,3921,0,123,1817
2023-07-06 01:00:00+02:00,3598,0,127,1618
2023-07-06 02:00:00+02:00,3459,0,124,1391
2023-07-06 03:00:00+02:00,3413,0,119,1303
2023-07-06 04:00:00+02:00,3392,0,126,1242
2023-07-06 05:00:00+02:00,3504,227,128,1119
2023-07-06 06:00:00+02:00,3875,425,126,1068
2023-07-06 07:00:00+02:00,4298,1343,125,922
2023-07-06 08:00:00+02:00,4336,3504,126,683
2023-07-06 09:00:00+02:00,3929,6284,123,621
2023-07-06 10:00:00+02:00,3463,8856,121,645
2023-07-06 11:00:00+02:00,3203,10637,128,677
2023-07-06 12:00:00+02:00,3220,11546,129,717
2023-07-06 13:00:00+02:00,3238,11798,126,726
2023-07-06 14:00:00+02:00,3299,11651,125,706
2023-07-06 15:00:00+02:00,3239,11654,122,709
2023-07-06 16:00:00+02:00,3345,10024,132,769
2023-07-06 17:00:00+02:00,3784,7974,137,786
2023-07-06 18:00:00+02:00,4105,5247,136,870
2023-07-06 19:00:00+02:00,4647,2710,133,907
2023-07-06 20:00:00+02:00,4790,997,140,932
2023-07-06 21:00:00+02:00,4723,338,137,1142
2023-07-06 22:00:00+02:00,4617,216,140,1687
2023-07-06 23:00:00+02:00,4375,0,144,2462
2023-07-07 00:00:00+02:00,3848,0,142,3301
2023-07-07 01:00:00+02:00,3612,0,140,3776
2023-07-07 02:00:00+02:00,3494,215,137,3747
2023-07-07 03:00:00+02:00,3329,214,135,3937
2023-07-07 04:00:00+02:00,3279,214,133,4174
2023-07-07 05:00:00+02:00,3249,215,135,4403
2023-07-07 06:00:00+02:00,3368,219,131,4398
2023-07-07 07:00:00+02:00,3623,423,133,4273
2023-07-07 08:00:00+02:00,3990,1351,123,3959
2023-07-07 09:00:00+02:00,3984,3463,119,2886
2023-07-07 10:00:00+02:00,3756,6351,123,1931
2023-07-07 11:00:00+02:00,3408,8860,124,1783
2023-07-07 12:00:00+02:00,3315,10615,122,2043
2023-07-07 13:00:00+02:00,3101,12162,121,2903
2023-07-07 14:00:00+02:00,3045,11920,121,3120
2023-07-07 15:00:00+02:00,3085,10976,126,3024
2023-07-07 16:00:00+02:00,3275,9337,126,2964
2023-07-07 17:00:00+02:00,3549,7362,126,2921
2023-07-07 18:00:00+02:00,3999,4745,129,2971
2023-07-07 19:00:00+02:00,4508,2516,118,2846
2023-07-07 20:00:00+02:00,4495,1254,114,2596
2023-07-07 21:00:00+02:00,4506,376,122,2891
2023-07-07 22:00:00+02:00,4406,215,127,3923
2023-07-07 23:00:00+02:00,3928,0,131,4589
2023-07-08 00:00:00+02:00,3850,0,136,4700
2023-07-08 01:00:00+02:00,3676,0,139,4835
2023-07-08 02:00:00+02:00,3554,0,140,4647
2023-07-08 03:00:00+02:00,3491,0,143,4225
2023-07-08 04:00:00+02:00,3436,0,145,3619
2023-07-08 05:00:00+02:00,3317,217,143,3310
2023-07-08 06:00:00+02:00,3283,395,136,3287
2023-07-08 07:00:00+02:00,3248,1223,137,2682
2023-07-08 08:00:00+02:00,3306,3285,136,2143
2023-07-08 09:00:00+02:00,3231,6059,130,1842
2023-07-08 10:00:00+02:00,3006,8279,129,1828
2023-07-08 11:00:00+02:00,2773,10033,133,1892
2023-07-08 12:00:00+02:00,2734,10917,133,1786
2023-07-08 13:00:00+02:00,2717,11667,130,1727
2023-07-08 14:00:00+02:00,2627,11795,131,1825
2023-07-08 15:00:00+02:00,2685,11085,128,1765
2023-07-08 16:00:00+02:00,2857,9865,123,1724
2023-07-08 17:00:00+02:00,3107,8061,121,1582
2023-07-08 18:00:00+02:00,3402,5579,122,1515
2023-07-08 19:00:00+02:00,3448,2789,126,1476
2023-07-08 20:00:00+02:00,3583,1085,125,1379
2023-07-08 21:00:00+02:00,3640,351,131,1400
2023-07-08 22:00:00+02:00,3564,211,135,1484
2023-07-08 23:00:00+02:00,3448,0,137,1711
2023-07-09 00:00:00+02:00,3313,0,137,1964
2023-07-09 01:00:00+02:00,3214,0,132,2132
2023-07-09 02:00:00+02:00,3010,0,132,2395
2023-07-09 03:00:00+02:00,3043,0,129,2385
2023-07-09 04:00:00+02:00,3080,0,131,2253
2023-07-09 05:00:00+02:00,3094,211,123,2188
2023-07-09 06:00:00+02:00,3056,379,131,2091
2023-07-09 07:00:00+02:00,3070,1199,133,1872
2023-07-09 08:00:00+02:00,3045,3141,132,1684
2023-07-09 09:00:00+02:00,2875,5475,125,1589
2023-07-09 10:00:00+02:00,2764,7633,118,1468
2023-07-09 11:00:00+02:00,2623,9184,120,1759
2023-07-09 12:00:00+02:00,2568,10162,120,2330
2023-07-09 13:00:00+02:00,2537,10371,120,2046
2023-07-09 14:00:00+02:00,2509,10153,120,1915
2023-07-09 15:00:00+02:00,2607,9425,120,1732
2023-07-09 16:00:00+02:00,3144,8695,121,1718
2023-07-09 17:00:00+02:00,3338,7323,124,1795
2023-07-09 18:00:00+02:00,3444,5164,128,1966
2023-07-09 19:00:00+02:00,3537,2898,127,2266
2023-07-09 20:00:00+02:00,3701,1223,128,2263
2023-07-09 21:00:00+02:00,3709,581,126,2014
2023-07-09 22:00:00+02:00,3701,329,124,1830
2023-07-09 23:00:00+02:00,3465,0,123,1945
2023-07-10 00:00:00+02:00,3387,0,126,1893
2023-07-10 01:00:00+02:00,3263,0,128,1631
2023-07-10 02:00:00+02:00,3193,0,133,1538
2023-07-10 03:00:00+02:00,3173,0,130,1470
2023-07-10 04:00:00+02:00,3190,0,124,1316
2023-07-10 05:00:00+02:00,3378,214,124,1153
2023-07-10 06:00:00+02:00,3617,412,127,1123
2023-07-10 07:00:00+02:00,3805,1305,133,1152
2023-07-10 08:00:00+02:00,3763,3366,131,1085
2023-07-10 09:00:00+02:00,3531,6152,110,1064
2023-07-10 10:00:00+02:00,3310,8757,108,1269
2023-07-10 11:00:00+02:00,3028,10537,107,1517
2023-07-10 12:00:00+02:00,3023,11586,98,1761
2023-07-10 13:00:00+02:00,2864,12018,85,1995
2023-07-10 14:00:00+02:00,2659,12049,83,2181
2023-07-10 15:00:00+02:00,2688,11326,77,2292
2023-07-10 16:00:00+02:00,2792,10123,75,2298
2023-07-10 17:00:00+02:00,3141,8443,79,2186
2023-07-10 18:00:00+02:00,3578,5913,103,1986
2023-07-10 19:00:00+02:00,4479,3105,101,1766
2023-07-10 20:00:00+02:00,4746,1077,107,1485
2023-07-10 21:00:00+02:00,4607,324,104,1446
2023-07-10 22:00:00+02:00,4546,216,108,1560
2023-07-10 23:00:00+02:00,4184,0,108,1689
2023-07-11 00:00:00+02:00,3645,0,109,1889
2023-07-11 01:00:00+02:00,3172,0,115,2130
2023-07-11 02:00:00+02:00,3101,0,116,2145
2023-07-11 03:00:00+02:00,3042,0,116,2162
2023-07-11 04:00:00+02:00,2998,0,115,2381
2023-07-11 05:00:00+02:00,3072,213,115,2411
2023-07-11 06:00:00+02:00,3369,409,112,2391
2023-07-11 07:00:00+02:00,3687,1298,114,2338
2023-07-11 08:00:00+02:00,3754,3319,110,1941
2023-07-11 09:00:00+02:00,3693,5865,112,1974
2023-07-11 10:00:00+02:00,3474,8056,114,2231
2023-07-11 11:00:00+02:00,3239,9804,118,2709
2023-07-11 12:00:00+02:00,3101,10631,120,2981
2023-07-11 13:00:00+02:00,2841,10767,115,3347
2023-07-11 14:00:00+02:00,2742,10557,124,3531
2023-07-11 15:00:00+02:00,2795,9570,124,3880
2023-07-11 16:00:00+02:00,2995,8086,124,4203
2023-07-11 17:00:00+02:00,3270,6285,120,4900
2023-07-11 18:00:00+02:00,3847,4274,119,5782
2023-07-11 19:00:00+02:00,4486,2361,123,5964
2023-07-11 20:00:00+02:00,4623,827,122,5512
2023-07-11 21:00:00+02:00,4386,312,119,4746
2023-07-11 22:00:00+02:00,4231,244,119,3892
2023-07-11 23:00:00+02:00,3976,0,127,4090
2023-07-12 00:00:00+02:00,3554,0,126,3625
2023-07-12 01:00:00+02:00,3337,0,124,3606
2023-07-12 02:00:00+02:00,3046,0,126,3602
2023-07-12 03:00:00+02:00,2942,0,124,3895
2023-07-12 04:00:00+02:00,2978,0,127,4033
2023-07-12 05:00:00+02:00,3122,244,126,3877
2023-07-12 06:00:00+02:00,3333,398,127,3651
2023-07-12 07:00:00+02:00,3611,1167,129,3168
2023-07-12 08:00:00+02:00,3818,2786,129,2967
2023-07-12 09:00:00+02:00,3691,4654,129,2929
2023-07-12 10:00:00+02:00,3547,6121,129,3119
2023-07-12 11:00:00+02:00,3416,7265,127,3478
2023-07-12 12:00:00+02:00,3330,8036,132,3991
2023-07-12 13:00:00+02:00,3070,8253,133,4308
2023-07-12 14:00:00+02:00,2907,8201,130,4609
2023-07-12 15:00:00+02:00,2836,7662,120,4936
2023-07-12 16:00:00+02:00,2908,6769,121,5230
2023-07-12 17:00:00+02:00,3088,5614,124,5537
2023-07-12 18:00:00+02:00,3473,4117,128,5689
2023-07-12 19:00:00+02:00,4001,2346,125,5160
2023-07-12 20:00:00+02:00,4129,858,123,4445
2023-07-12 21:00:00+02:00,4290,299,126,3709
2023-07-12 22:00:00+02:00,4279,214,120,3689
2023-07-12 23:00:00+02:00,4104,0,121,3757
2023-07-13 00:00:00+02:00,3736,0,124,3647
2023-07-13 01:00:00+02:00,3521,0,135,3401
2023-07-13 02:00:00+02:00,3192,0,131,3219
2023-07-13 03:00:00+02:00,3210,0,131,2942
2023-07-13 04:00:00+02:00,3219,0,132,2679
2023-07-13 05:00:00+02:00,3361,212,137,2411
2023-07-13 06:00:00+02:00,3561,363,137,2187
2023-07-13 07:00:00+02:00,3887,1127,137,2090
2023-07-13 08:00:00+02:00,4177,3045,123,1877
2023-07-13 09:00:00+02:00,4040,5693,125,1852
2023-07-13 10:00:00+02:00,3854,8096,119,2131
2023-07-13 11:00:00+02:00,3811,9877,117,2643
2023-07-13 12:00:00+02:00,3626,10391,121,3083
2023-07-13 13:00:00+02:00,3404,10295,122,3330
2023-07-13 14:00:00+02:00,3277,10105,122,3561
2023-07-13 15:00:00+02:00,3297,9501,123,3611
2023-07-13 16:00:00+02:00,3413,8603,122,3405
2023-07-13 17:00:00+02:00,3613,6851,123,3067
2023-07-13 18:00:00+02:00,3886,4936,128,2825
2023-07-13 19:00:00+02:00,4509,2776,130,2396
2023-07-13 20:00:00+02:00,4777,963,132,1808
2023-07-13 21:00:00+02:00,4861,297,134,1434
2023-07-13 22:00:00+02:00,4747,208,138,1254
2023-07-13 23:00:00+02:00,4630,0,143,1214
2023-07-14 00:00:00+02:00,4380,0,146,1144
2023-07-14 01:00:00+02:00,4087,0,147,1046
2023-07-14 02:00:00+02:00,3903,0,146,977
2023-07-14 03:00:00+02:00,3754,0,133,947
2023-07-14 04:00:00+02:00,3673,0,130,1080
2023-07-14 05:00:00+02:00,3740,210,131,1449
2023-07-14 06:00:00+02:00,3823,376,126,2199
2023-07-14 07:00:00+02:00,3839,1192,125,2911
2023-07-14 08:00:00+02:00,4028,3369,131,2961
2023-07-14 09:00:00+02:00,4067,6197,132,2871
2023-07-14 10:00:00+02:00,3912,8636,132,3739
2023-07-14 11:00:00+02:00,3714,10444,131,4905
2023-07-14 12:00:00+02:00,3530,11591,129,5697
2023-07-14 13:00:00+02:00,3403,12136,132,6330
2023-07-14 14:00:00+02:00,3265,12061,132,7091
2023-07-14 15:00:00+02:00,3126,11650,131,8247
2023-07-14 16:00:00+02:00,3239,10293,134,9315
2023-07-14 17:00:00+02:00,3400,8363,135,9915
2023-07-14 18:00:00+02:00,3567,5752,134,9783
2023-07-14 19:00:00+02:00,3737,2874,133,8700
2023-07-14 20:00:00+02:00,4048,921,136,7212
2023-07-14 21:00:00+02:00,3898,293,138,7028
2023-07-14 22:00:00+02:00,3915,216,137,7359
2023-07-14 23:00:00+02:00,3954,0,136,7392
2023-07-15 00:00:00+02:00,3851,0,135,7355
2023-07-15 01:00:00+02:00,3663,0,133,7271
2023-07-15 02:00:00+02:00,3482,0,136,6675
2023-07-15 03:00:00+02:00,3300,0,138,6357
2023-07-15 04:00:00+02:00,3165,0,137,5687
2023-07-15 05:00:00+02:00,3115,214,137,5170
2023-07-15 06:00:00+02:00,3116,359,137,4925
2023-07-15 07:00:00+02:00,3221,976,138,4850
2023-07-15 08:00:00+02:00,3257,2367,136,5762
2023-07-15 09:00:00+02:00,3371,4069,134,7359
2023-07-15 10:00:00+02:00,3298,5610,132,8291
2023-07-15 11:00:00+02:00,3286,6757,118,8538
2023-07-15 12:00:00+02:00,3236,6169,106,6689
2023-07-15 13:00:00+02:00,3015,5899,102,7275
2023-07-15 14:00:00+02:00,2792,5970,96,7512
2023-07-15 15:00:00+02:00,2706,5811,96,7462
2023-07-15 16:00:00+02:00,2737,5003,100,7252
2023-07-15 17:00:00+02:00,2751,5206,100,10717
2023-07-15 18:00:00+02:00,2972,3848,101,11027
2023-07-15 19:00:00+02:00,3235,2069,102,9940
2023-07-15 20:00:00+02:00,3405,753,101,9242
2023-07-15 21:00:00+02:00,3312,294,103,9001
2023-07-15 22:00:00+02:00,3414,214,103,8665
2023-07-15 23:00:00+02:00,3474,0,104,9129
2023-07-16 00:00:00+02:00,3468,0,108,10159
2023-07-16 01:00:00+02:00,3232,0,108,10200
2023-07-16 02:00:00+02:00,3088,0,108,9378
2023-07-16 03:00:00+02:00,2899,0,121,7088
2023-07-16 04:00:00+02:00,2745,0,125,6786
2023-07-16 05:00:00+02:00,2681,211,127,6355
2023-07-16 06:00:00+02:00,2681,368,124,5818
2023-07-16 07:00:00+02:00,2645,1138,114,5206
2023-07-16 08:00:00+02:00,2651,2929,104,4851
2023-07-16 09:00:00+02:00,2656,5354,106,5210
2023-07-16 10:00:00+02:00,2615,7296,110,5529
2023-07-16 11:00:00+02:00,2529,8537,108,5386
2023-07-16 12:00:00+02:00,2552,9060,106,5124
2023-07-16 13:00:00+02:00,2483,9235,93,4969
2023-07-16 14:00:00+02:00,2342,9095,94,4671
2023-07-16 15:00:00+02:00,2234,8626,105,4691
2023-07-16 16:00:00+02:00,2341,7613,108,4382
2023-07-16 17:00:00+02:00,2548,6269,109,4188
2023-07-16 18:00:00+02:00,2746,4642,123,4496
2023-07-16 19:00:00+02:00,3218,2448,124,4117
2023-07-16 20:00:00+02:00,3246,876,122,3366
2023-07-16 21:00:00+02:00,3342,288,123,2646
2023-07-16 22:00:00+02:00,3607,211,117,2556
2023-07-16 23:00:00+02:00,3510,0,126,2936
2023-07-17 00:00:00+02:00,3400,0,127,3033
2023-07-17 01:00:00+02:00,3223,0,127,2921
2023-07-17 02:00:00+02:00,3079,0,126,2725
2023-07-17 03:00:00+02:00,3000,0,124,2649
2023-07-17 04:00:00+02:00,2956,0,127,2543
2023-07-17 05:00:00+02:00,3063,213,110,2402
2023-07-17 06:00:00+02:00,3344,378,113,2276
2023-07-17 07:00:00+02:00,3375,356,126,2274
2023-07-17 08:00:00+02:00,3634,3097,103,1242
2023-07-17 09:00:00+02:00,3448,5544,100,1240
2023-07-17 10:00:00+02:00,3117,7701,102,1790
2023-07-17 11:00:00+02:00,2999,9368,102,2435
2023-07-17 12:00:00+02:00,3080,10465,107,2999
2023-07-17 13:00:00+02:00,3007,10960,108,3536
2023-07-17 14:00:00+02:00,2942,11059,110,3996
2023-07-17 15:00:00+02:00,2787,10768,110,3978
2023-07-17 16:00:00+02:00,2744,9734,112,3620
2023-07-17 17:00:00+02:00,2980,8124,111,3244
2023-07-17 18:00:00+02:00,3374,5668,107,2683
2023-07-17 19:00:00+02:00,3808,2919,95,1925
2023-07-17 20:00:00+02:00,4168,983,94,1543
2023-07-17 21:00:00+02:00,4199,298,93,1361
2023-07-17 22:00:00+02:00,4167,210,92,1360
2023-07-17 23:00:00+02:00,3948,0,91,1294
2023-07-18 00:00:00+02:00,3720,0,91,1504
